0.641,63.167
0.595,63.333
0.603,59.000
0.588,59.167
0.615,62.000
0.617,62.333
0.628,62.333
0.609,60.000
0.640,64.667
0.614,61.333
0.605,58.000
0.593,58.167
0.654,65.333
0.632,64.833
0.634,64.167
0.592,58.667
0.614,64.500
0.609,63.833
0.608,57.500
0.609,58.667
0.643,63.667
0.620,64.833
0.569,55.833
0.537,53.500
0.610,61.833
0.605,61.000
0.596,59.500
0.550,54.500
0.517,54.000
0.585,62.167
0.607,60.333
0.631,63.667
0.611,62.000
0.581,62.000
0.600,60.000
0.558,53.167
0.635,62.333
0.607,62.667
0.610,60.000
0.596,59.167
0.603,63.833
0.620,62.833
0.625,61.167
0.606,61.167
0.631,63.500
0.619,64.333
0.610,58.167
0.579,56.667
0.617,61.333
0.622,64.833
0.599,60.833
0.539,52.833
0.630,62.833
0.607,62.500
0.599,59.500
0.588,58.500
0.614,61.167
0.626,64.167
0.636,61.833
0.551,53.667
0.584,59.667
0.564,55.000
0.602,61.167
0.545,53.500
0.598,61.333
0.610,65.167
0.595,57.000
0.580,57.167
0.586,58.667
0.630,64.667
0.627,62.500
0.547,54.667
0.539,52.167
0.512,52.333
0.529,52.500
0.511,51.667
0.588,60.167
0.557,57.667
0.588,59.000
0.561,57.333
0.544,54.167
0.512,50.667
0.518,52.167
0.522,50.833
0.526,51.167
0.521,50.667
0.530,52.333
0.518,50.667
0.567,54.500
0.569,58.500
0.533,52.167
0.520,51.167
0.533,52.500
0.522,51.500
0.525,52.833
0.512,50.667
0.550,55.167
0.520,52.500
0.599,60.833
0.500,50.667
0.554,55.833
0.574,59.667
0.547,55.333
0.524,51.333
0.597,60.167
0.520,50.833
0.557,57.000
0.522,52.500
