0.785 ± 0.037,78.627 ± 3.447
0.786 ± 0.042,78.235 ± 3.867
0.792 ± 0.030,80.000 ± 3.594
0.785 ± 0.038,79.216 ± 4.657
0.784 ± 0.043,78.824 ± 4.094
0.785 ± 0.032,79.412 ± 3.847
0.774 ± 0.034,78.627 ± 3.557
0.779 ± 0.042,79.216 ± 3.637
0.787 ± 0.028,79.412 ± 3.310
0.783 ± 0.042,78.039 ± 3.700
0.791 ± 0.034,77.843 ± 3.926
0.783 ± 0.031,78.039 ± 3.594
0.773 ± 0.044,79.608 ± 3.419
0.773 ± 0.032,79.216 ± 3.637
0.779 ± 0.033,78.824 ± 3.373
0.780 ± 0.029,77.647 ± 3.637
0.785 ± 0.025,78.235 ± 3.333
0.780 ± 0.033,78.431 ± 3.281
0.769 ± 0.032,78.627 ± 3.663
0.766 ± 0.033,79.608 ± 3.741
0.766 ± 0.034,78.235 ± 3.965
0.769 ± 0.034,79.412 ± 3.535
0.778 ± 0.032,79.216 ± 3.186
0.776 ± 0.035,78.627 ± 3.333
0.806 ± 0.034,80.980 ± 3.725
0.804 ± 0.034,80.784 ± 2.601
0.805 ± 0.026,80.784 ± 3.700
0.801 ± 0.034,80.784 ± 2.882
0.799 ± 0.036,81.176 ± 3.419
0.790 ± 0.035,80.392 ± 3.396
0.800 ± 0.029,80.000 ± 3.902
0.801 ± 0.029,80.980 ± 3.725
0.797 ± 0.028,80.392 ± 3.281
0.806 ± 0.035,81.373 ± 2.807
0.800 ± 0.030,80.392 ± 3.038
0.795 ± 0.029,79.804 ± 3.827
0.799 ± 0.025,80.980 ± 4.023
0.799 ± 0.029,80.392 ± 3.396
0.796 ± 0.027,80.588 ± 3.767
0.802 ± 0.028,80.980 ± 3.044
0.801 ± 0.029,80.196 ± 3.867
0.799 ± 0.026,80.392 ± 3.396
0.802 ± 0.028,80.588 ± 3.447
0.799 ± 0.028,80.784 ± 3.594
0.798 ± 0.029,80.392 ± 3.822
0.800 ± 0.029,80.784 ± 3.486
0.798 ± 0.026,79.804 ± 3.513
0.791 ± 0.022,79.216 ± 3.842
0.784 ± 0.037,78.431 ± 3.720
0.788 ± 0.031,78.627 ± 3.867
0.794 ± 0.028,80.196 ± 2.967
0.778 ± 0.041,79.216 ± 4.573
0.780 ± 0.030,77.647 ± 3.941
0.785 ± 0.041,79.020 ± 3.621
0.782 ± 0.030,78.824 ± 3.373
0.780 ± 0.030,79.020 ± 3.725
0.785 ± 0.029,78.824 ± 3.373
0.786 ± 0.040,78.824 ± 3.802
0.780 ± 0.024,78.431 ± 3.616
0.789 ± 0.029,79.804 ± 3.621
0.779 ± 0.030,78.824 ± 3.373
0.782 ± 0.037,78.824 ± 3.700
0.779 ± 0.035,78.627 ± 3.333
0.790 ± 0.033,78.824 ± 3.012
0.784 ± 0.034,78.431 ± 3.396
0.782 ± 0.038,78.627 ± 3.216
0.781 ± 0.035,79.412 ± 3.746
0.786 ± 0.036,79.020 ± 3.287
0.788 ± 0.027,79.608 ± 3.529
0.776 ± 0.030,79.020 ± 3.168
0.775 ± 0.031,79.412 ± 2.807
0.780 ± 0.031,78.627 ± 2.967
0.849 ± 0.049,85.098 ± 4.738
0.846 ± 0.044,85.294 ± 4.136
0.835 ± 0.047,82.941 ± 2.780
0.840 ± 0.051,84.902 ± 3.725
0.828 ± 0.053,83.922 ± 4.187
0.823 ± 0.046,82.941 ± 4.023
0.860 ± 0.037,87.255 ± 4.042
0.856 ± 0.036,86.078 ± 3.447
0.838 ± 0.044,83.922 ± 2.287
0.846 ± 0.044,84.314 ± 3.822
0.835 ± 0.047,83.922 ± 4.278
0.829 ± 0.044,82.941 ± 3.725
0.847 ± 0.048,86.078 ± 3.557
0.845 ± 0.040,84.902 ± 3.287
0.838 ± 0.044,84.314 ± 2.320
0.853 ± 0.045,86.471 ± 3.557
0.839 ± 0.042,84.706 ± 3.373
0.826 ± 0.037,83.529 ± 2.660
0.847 ± 0.036,85.882 ± 3.999
0.843 ± 0.044,85.294 ± 3.310
0.830 ± 0.040,84.902 ± 2.488
0.844 ± 0.044,84.902 ± 3.168
0.838 ± 0.045,85.294 ± 3.424
0.829 ± 0.040,83.725 ± 2.915
0.843 ± 0.049,85.294 ± 3.192
0.838 ± 0.044,85.294 ± 2.807
0.838 ± 0.045,83.333 ± 2.807
0.841 ± 0.045,84.510 ± 4.336
0.829 ± 0.046,83.333 ± 3.310
0.828 ± 0.045,83.333 ± 3.642
0.847 ± 0.046,85.882 ± 3.257
0.846 ± 0.040,85.294 ± 2.941
0.835 ± 0.045,85.098 ± 3.186
0.838 ± 0.051,84.510 ± 3.965
0.832 ± 0.047,84.118 ± 3.557
0.830 ± 0.047,83.529 ± 3.186
0.849 ± 0.044,86.863 ± 3.287
0.850 ± 0.045,85.686 ± 3.044
0.841 ± 0.045,84.510 ± 3.767
0.839 ± 0.047,84.706 ± 2.882
0.834 ± 0.049,84.118 ± 3.094
0.834 ± 0.046,83.333 ± 2.807
0.849 ± 0.043,86.078 ± 3.333
0.844 ± 0.051,85.490 ± 3.304
0.836 ± 0.050,84.706 ± 2.745
0.844 ± 0.046,85.490 ± 3.304
0.838 ± 0.047,84.510 ± 3.767
0.834 ± 0.045,83.725 ± 2.157
0.849 ± 0.044,85.098 ± 4.738
0.852 ± 0.047,85.686 ± 2.915
0.845 ± 0.045,84.118 ± 4.155
0.841 ± 0.046,84.314 ± 3.720
0.830 ± 0.047,84.314 ± 3.396
0.824 ± 0.038,82.941 ± 2.915
0.856 ± 0.045,86.275 ± 3.508
0.844 ± 0.047,85.098 ± 2.660
0.834 ± 0.040,85.294 ± 2.667
0.841 ± 0.042,84.118 ± 4.061
0.834 ± 0.040,83.529 ± 4.132
0.834 ± 0.040,84.118 ± 3.447
0.850 ± 0.045,86.471 ± 2.393
0.847 ± 0.037,85.490 ± 2.353
0.835 ± 0.046,84.706 ± 2.287
0.848 ± 0.050,85.882 ± 3.257
0.845 ± 0.047,85.098 ± 3.529
0.838 ± 0.045,83.529 ± 3.186
0.847 ± 0.042,86.667 ± 3.257
0.838 ± 0.044,86.667 ± 3.012
0.840 ± 0.045,84.314 ± 2.773
0.845 ± 0.048,86.471 ± 2.835
0.841 ± 0.047,84.902 ± 1.256
0.836 ± 0.040,84.314 ± 3.162
0.860 ± 0.040,87.255 ± 3.642
0.863 ± 0.040,86.078 ± 3.867
0.854 ± 0.045,86.078 ± 3.333
0.855 ± 0.044,86.078 ± 4.061
0.849 ± 0.044,85.686 ± 3.402
0.839 ± 0.053,85.098 ± 3.637
0.860 ± 0.046,86.275 ± 3.922
0.861 ± 0.033,86.275 ± 2.908
0.855 ± 0.049,85.686 ± 3.402
0.851 ± 0.047,86.471 ± 3.663
0.848 ± 0.047,85.686 ± 3.287
0.839 ± 0.054,84.902 ± 2.915
0.865 ± 0.032,87.059 ± 2.935
0.863 ± 0.031,87.843 ± 3.700
0.846 ± 0.048,86.275 ± 4.018
0.856 ± 0.044,85.098 ± 3.186
0.849 ± 0.043,86.471 ± 3.216
0.845 ± 0.044,84.118 ± 3.216
0.861 ± 0.045,87.255 ± 3.424
0.865 ± 0.038,86.275 ± 2.908
0.849 ± 0.042,86.078 ± 3.557
0.869 ± 0.038,86.471 ± 4.246
0.845 ± 0.042,86.078 ± 3.094
0.851 ± 0.036,86.275 ± 3.720
0.866 ± 0.039,86.667 ± 4.187
0.849 ± 0.043,86.471 ± 3.557
0.818 ± 0.104,84.902 ± 5.265
0.855 ± 0.043,86.275 ± 3.162
0.844 ± 0.053,85.294 ± 2.807
0.844 ± 0.047,85.098 ± 3.419
0.859 ± 0.041,86.863 ± 4.118
0.854 ± 0.037,85.686 ± 3.725
0.849 ± 0.043,85.490 ± 3.186
0.846 ± 0.045,85.490 ± 2.935
0.849 ± 0.050,85.098 ± 3.063
0.845 ± 0.048,84.510 ± 4.061
0.865 ± 0.045,87.843 ± 3.012
0.856 ± 0.048,86.471 ± 3.767
0.854 ± 0.045,86.667 ± 3.257
0.850 ± 0.048,85.882 ± 3.700
0.840 ± 0.045,85.098 ± 4.224
0.845 ± 0.040,84.706 ± 3.257
0.861 ± 0.039,86.667 ± 2.601
0.860 ± 0.045,86.471 ± 4.424
0.853 ± 0.046,86.275 ± 3.281
0.847 ± 0.045,86.471 ± 2.549
0.849 ± 0.045,84.118 ± 2.967
0.841 ± 0.046,85.882 ± 3.257
0.871 ± 0.043,86.275 ± 4.296
0.865 ± 0.034,86.471 ± 3.333
0.854 ± 0.043,86.078 ± 2.696
0.856 ± 0.042,86.471 ± 3.216
0.849 ± 0.046,85.686 ± 3.827
0.836 ± 0.045,85.098 ± 3.186
