0.526,52.167
0.511,51.333
0.469,48.833
0.438,48.833
0.530,51.333
0.505,51.500
0.494,51.833
0.450,50.000
0.529,52.167
0.520,51.000
0.473,49.833
0.445,48.833
0.501,54.000
0.482,52.667
0.454,47.333
0.433,47.833
0.517,53.667
0.495,50.833
0.449,49.667
0.436,48.500
0.503,53.833
0.486,52.833
0.439,47.833
0.446,47.000
0.487,53.667
0.484,52.667
0.464,47.667
0.440,49.167
0.498,53.333
0.468,52.500
0.472,51.167
0.449,48.333
0.481,53.667
0.481,52.667
0.470,49.000
0.436,46.333
0.529,52.500
0.503,51.167
0.475,50.167
0.459,48.333
0.511,49.833
0.486,50.167
0.495,52.500
0.455,51.167
0.532,52.333
0.504,50.500
0.473,50.333
0.451,48.667
0.497,53.500
0.491,52.333
0.472,48.167
0.433,47.333
0.510,50.667
0.484,49.500
0.456,50.833
0.453,49.500
0.501,53.000
0.491,52.000
0.461,47.667
0.442,47.000
0.489,52.167
0.503,52.167
0.467,48.667
0.445,48.333
0.490,49.833
0.478,49.833
0.484,52.667
0.456,48.833
0.504,52.833
0.492,51.667
0.483,49.833
0.445,47.500
0.455,47.500
0.426,44.500
0.420,46.000
0.405,45.667
0.478,51.833
0.435,48.333
0.430,50.167
0.409,47.167
0.451,48.500
0.426,44.500
0.424,46.500
0.403,46.000
0.458,46.500
0.431,47.333
0.416,47.500
0.420,45.500
0.471,51.000
0.426,47.667
0.444,48.833
0.433,47.333
0.450,47.500
0.418,44.833
0.434,47.500
0.416,46.167
0.467,46.500
0.430,43.500
0.454,48.000
0.424,43.333
0.502,52.500
0.438,50.000
0.489,51.833
0.438,51.833
0.473,49.000
0.423,45.667
0.464,48.667
0.420,46.667
