0.880,89.167
0.819,84.500
0.902,91.167
0.844,85.667
0.876,88.833
0.804,82.333
0.873,87.667
0.844,85.000
0.885,89.333
0.807,82.667
0.890,90.333
0.845,85.833
0.911,92.500
0.800,81.333
0.931,94.500
0.862,87.833
0.934,94.500
0.815,83.333
0.936,94.000
0.860,87.167
0.920,93.333
0.846,86.167
0.928,94.500
0.867,88.333
0.939,94.167
0.926,94.167
0.943,94.333
0.936,94.833
0.924,93.500
0.924,93.667
0.927,93.000
0.926,93.667
0.927,94.000
0.922,93.667
0.941,95.000
0.942,95.167
0.886,89.667
0.814,83.667
0.901,91.500
0.848,86.000
0.896,90.333
0.809,82.833
0.872,88.000
0.845,85.000
0.886,89.833
0.815,83.167
0.893,90.000
0.848,85.667
0.946,94.833
0.804,82.000
0.946,95.167
0.875,88.333
0.939,94.167
0.802,82.333
0.932,94.167
0.859,87.167
0.944,95.333
0.774,79.333
0.942,94.833
0.865,88.000
0.945,95.667
0.939,94.667
0.946,95.667
0.880,89.167
0.819,84.500
0.902,91.167
0.844,85.667
0.876,88.833
0.804,82.333
0.873,87.667
0.844,85.000
0.885,89.333
0.807,82.667
0.890,90.333
0.845,85.833
0.911,92.500
0.800,81.333
0.931,94.500
0.862,87.833
0.934,94.500
0.815,83.333
0.936,94.000
0.860,87.167
0.920,93.333
0.846,86.167
0.928,94.500
0.867,88.333
0.939,94.167
0.926,94.167
0.943,94.333
0.936,94.833
0.924,93.500
0.924,93.667
0.927,93.000
0.926,93.667
0.927,94.000
0.922,93.667
0.941,95.000
0.942,95.167
0.886,89.667
0.814,83.667
0.901,91.500
0.848,86.000
0.896,90.333
0.809,82.833
0.872,88.000
0.845,85.000
0.886,89.833
0.815,83.167
0.893,90.000
0.848,85.667
0.946,94.833
0.804,82.000
0.946,95.167
0.875,88.333
0.939,94.167
0.802,82.333
0.932,94.167
0.859,87.167
0.944,95.333
0.774,79.333
0.942,94.833
0.865,88.000
0.945,95.667
0.939,94.667
0.946,95.667
0.944,95.167
0.927,93.333
0.923,93.667
0.927,94.000
0.925,93.333
0.940,94.667
0.939,94.833
0.941,94.333
0.941,95.000
0.877,88.167
0.836,85.333
0.886,87.833
0.842,84.833
0.886,90.000
0.853,85.167
0.898,90.500
0.862,86.333
0.887,90.000
0.855,86.167
0.897,89.833
0.860,87.333
0.925,93.500
0.892,90.500
0.925,93.333
0.899,92.500
0.939,94.500
0.909,91.833
0.938,93.833
0.911,91.333
0.934,94.000
0.881,88.167
0.922,94.167
0.883,89.167
0.932,93.833
0.929,94.500
0.927,93.667
0.927,93.500
0.895,91.167
0.940,94.667
0.935,95.167
0.938,94.167
0.936,95.667
0.929,94.000
0.939,95.000
0.934,95.333
0.880,89.167
0.819,84.500
0.902,91.167
0.844,85.667
0.876,88.833
0.804,82.333
0.873,87.667
0.844,85.000
0.885,89.333
0.807,82.667
0.890,90.333
0.845,85.833
0.911,92.500
0.800,81.333
0.931,94.500
0.862,87.833
0.934,94.500
0.815,83.333
0.936,94.000
0.860,87.167
0.920,93.333
0.846,86.167
0.928,94.500
0.867,88.333
0.939,94.167
0.926,94.167
0.943,94.333
