0.796,78.167
0.773,76.500
0.803,80.333
0.770,75.833
0.796,78.000
0.775,76.667
0.787,77.667
0.768,74.667
0.791,78.500
0.780,76.667
0.800,79.667
0.772,76.167
0.824,80.667
0.775,77.000
0.844,85.333
0.792,79.667
0.782,77.000
0.774,76.833
0.784,76.667
0.774,76.000
0.818,82.000
0.769,76.833
0.822,82.500
0.785,80.000
0.843,84.667
0.798,79.167
0.857,87.000
0.825,83.000
0.787,78.333
0.782,76.833
0.785,78.000
0.777,77.667
0.853,85.667
0.790,78.333
0.840,83.833
0.823,83.667
0.796,78.833
0.781,77.000
0.798,80.000
0.770,75.833
0.797,78.167
0.769,75.333
0.783,76.500
0.772,75.333
0.794,77.833
0.775,76.500
0.796,78.500
0.764,75.833
0.831,83.833
0.776,77.333
0.832,83.667
0.787,77.833
0.790,78.167
0.776,76.500
0.779,76.833
0.773,76.167
0.787,77.667
0.779,77.000
0.804,81.667
0.779,78.000
0.859,85.667
0.818,83.667
0.853,86.500
0.838,85.667
0.792,78.833
0.790,77.500
0.793,79.000
0.779,77.167
0.838,84.333
0.783,79.667
0.839,84.167
0.812,81.500
0.787,80.833
0.749,76.667
0.789,81.167
0.738,76.500
0.787,77.333
0.751,76.000
0.785,77.833
0.757,75.000
0.802,81.667
0.759,75.333
0.799,80.833
0.748,75.833
0.820,80.833
0.809,80.000
0.830,84.500
0.798,80.333
0.785,77.333
0.782,77.833
0.783,77.333
0.771,76.333
0.832,83.500
0.800,80.500
0.824,81.667
0.798,80.333
0.869,86.000
0.857,83.667
0.859,86.333
0.847,84.833
0.799,78.000
0.791,77.833
0.786,78.000
0.791,77.167
0.845,84.000
0.831,82.667
0.842,84.667
0.815,85.000
