0.782,80.833
0.742,77.167
0.797,79.833
0.753,76.667
0.787,81.500
0.742,78.000
0.799,80.000
0.762,76.833
0.790,80.833
0.750,78.000
0.798,80.000
0.752,76.667
0.778,80.500
0.736,77.833
0.781,78.833
0.748,76.667
0.781,80.667
0.736,77.833
0.784,79.500
0.751,77.000
0.777,81.333
0.740,78.500
0.780,79.000
0.748,77.000
0.792,81.500
0.736,78.833
0.766,78.333
0.743,76.667
0.795,81.333
0.738,77.333
0.781,79.000
0.747,77.167
0.782,80.333
0.733,79.167
0.774,78.167
0.748,77.000
0.796,81.333
0.746,77.667
0.794,81.167
0.766,78.333
0.786,81.167
0.747,78.000
0.796,80.000
0.757,78.000
0.792,81.000
0.740,77.500
0.797,81.500
0.765,78.167
0.784,81.000
0.742,78.833
0.787,79.500
0.754,76.833
0.779,82.000
0.735,78.333
0.796,80.000
0.753,77.333
0.780,81.667
0.738,78.667
0.777,78.833
0.752,76.000
0.791,81.667
0.745,79.833
0.777,79.333
0.735,76.500
0.771,81.500
0.734,78.167
0.780,79.167
0.741,76.833
0.772,80.333
0.731,78.167
0.769,78.500
0.738,76.000
0.790,79.167
0.738,75.667
0.779,79.667
0.748,76.833
0.780,79.333
0.733,76.333
0.784,79.833
0.742,76.833
0.792,79.000
0.738,76.000
0.777,79.500
0.744,76.833
0.770,79.167
0.725,74.833
0.759,79.167
0.735,75.833
0.777,79.167
0.732,75.167
0.779,79.000
0.738,75.333
0.773,79.000
0.732,75.500
0.775,79.167
0.731,76.167
0.787,82.333
0.765,77.333
0.783,80.167
0.735,75.833
0.756,77.667
0.734,75.500
0.766,78.667
0.746,76.500
0.803,83.833
0.780,80.333
0.777,80.167
0.767,80.167
