0.660,69.167
0.622,65.167
0.675,67.667
0.655,67.667
0.666,68.667
0.625,65.167
0.676,67.667
0.656,67.333
0.664,68.667
0.620,65.000
0.677,67.167
0.659,68.000
0.658,67.833
0.608,64.000
0.685,67.167
0.656,68.000
0.656,68.000
0.601,64.167
0.682,66.833
0.647,67.167
0.657,68.167
0.592,64.167
0.677,66.333
0.656,68.167
0.659,67.167
0.600,65.500
0.686,68.500
0.669,67.667
0.656,66.667
0.598,65.667
0.675,68.333
0.653,67.833
0.654,67.333
0.607,66.167
0.680,68.333
0.661,67.167
0.671,69.000
0.645,66.667
0.670,67.833
0.654,67.833
0.677,69.333
0.643,65.667
0.673,67.833
0.658,66.833
0.672,69.333
0.599,64.333
0.675,67.500
0.656,67.667
0.650,68.167
0.591,64.000
0.679,68.000
0.650,68.167
0.648,67.167
0.598,64.167
0.677,67.333
0.652,68.000
0.652,67.333
0.590,63.833
0.669,67.000
0.653,68.667
0.652,66.333
0.599,65.667
0.679,68.833
0.655,66.333
0.650,66.333
0.594,63.667
0.685,68.500
0.648,67.000
0.648,66.500
0.599,65.667
0.677,68.000
0.662,66.333
0.683,67.333
0.670,67.167
0.691,68.000
0.684,67.333
0.681,67.833
0.666,67.500
0.683,68.333
0.684,68.667
0.685,67.333
0.670,67.833
0.698,67.833
0.681,67.833
0.667,67.000
0.660,68.667
0.693,68.833
0.675,68.500
0.685,67.167
0.669,68.833
0.686,67.500
0.685,69.000
0.679,68.000
0.673,69.333
0.683,67.000
0.680,68.500
0.695,70.000
0.667,68.333
0.686,69.500
0.676,68.167
0.695,69.500
0.649,66.833
0.685,68.667
0.680,68.667
0.684,68.833
0.655,68.000
0.697,69.167
0.691,68.333
