0.579,59.000
0.549,56.167
0.566,56.333
0.564,56.333
0.575,58.833
0.551,56.500
0.567,56.833
0.557,57.000
0.578,58.833
0.550,56.333
0.566,56.333
0.555,57.167
0.586,60.000
0.548,55.500
0.544,54.167
0.548,54.667
0.585,59.500
0.547,56.000
0.545,53.833
0.547,55.333
0.585,60.000
0.547,55.333
0.543,54.667
0.550,55.167
0.560,58.500
0.528,54.833
0.548,54.667
0.545,54.833
0.555,58.500
0.543,56.167
0.558,55.667
0.544,53.833
0.558,59.000
0.529,55.000
0.545,55.667
0.547,54.500
0.576,58.833
0.547,56.333
0.566,57.000
0.559,56.167
0.572,58.833
0.546,56.167
0.569,58.000
0.552,56.833
0.576,59.000
0.548,56.500
0.571,56.667
0.557,56.667
0.578,59.667
0.548,55.833
0.545,54.333
0.551,54.500
0.575,59.667
0.548,55.667
0.550,54.833
0.546,54.667
0.578,59.833
0.550,55.667
0.544,54.500
0.555,54.667
0.557,58.833
0.530,54.833
0.549,55.000
0.548,54.667
0.551,58.667
0.533,55.667
0.549,56.333
0.550,55.500
0.553,58.833
0.528,55.000
0.558,55.833
0.545,54.500
0.573,58.667
0.551,55.167
0.559,57.000
0.545,54.500
0.583,60.167
0.567,58.167
0.565,57.000
0.549,54.333
0.573,58.333
0.551,55.167
0.557,56.500
0.546,55.167
0.550,56.500
0.548,54.500
0.534,54.000
0.532,53.500
0.554,57.167
0.553,55.333
0.534,53.667
0.536,54.333
0.553,56.500
0.546,54.833
0.537,54.667
0.542,54.667
0.556,57.500
0.532,53.500
0.542,55.667
0.530,53.500
0.554,56.667
0.547,54.333
0.550,55.500
0.529,53.667
0.564,56.500
0.540,54.000
0.539,54.333
0.528,53.167
