0.933,92.500
0.932,91.833
0.933,92.667
0.933,92.500
0.931,92.500
0.930,91.833
0.930,92.000
0.934,91.833
0.932,91.833
0.933,91.833
0.936,92.500
0.932,92.333
0.934,92.667
0.933,92.167
0.933,93.167
0.935,92.167
0.929,92.333
0.934,92.000
0.928,92.333
0.930,92.500
0.926,91.833
0.931,92.333
0.934,93.000
0.934,91.833
0.925,92.167
0.928,92.167
0.923,92.500
0.928,92.500
0.921,92.500
0.924,92.333
0.923,92.333
0.924,92.167
0.922,92.333
0.932,92.000
0.921,92.167
0.928,92.333
0.931,92.167
0.935,92.833
0.931,93.000
0.931,92.500
0.934,92.000
0.929,91.667
0.933,91.833
0.931,92.167
0.935,92.833
0.933,92.667
0.933,92.500
0.931,91.667
0.933,93.333
0.933,92.500
0.933,92.833
0.931,92.000
0.925,92.000
0.929,92.000
0.932,91.667
0.931,92.000
0.933,92.000
0.935,92.500
0.933,93.000
0.932,92.333
0.921,92.167
0.927,92.500
0.925,92.167
0.930,92.500
0.921,92.667
0.925,92.167
0.920,92.000
0.925,92.500
0.924,91.833
0.925,92.000
0.926,92.333
0.926,91.833
0.934,92.667
0.931,92.500
0.935,92.833
0.927,92.167
0.931,92.500
0.930,92.667
0.931,92.500
0.932,92.333
0.931,92.667
0.928,92.000
0.932,92.667
0.932,92.167
0.930,92.667
0.930,92.500
0.931,93.000
0.929,92.500
0.934,92.667
0.933,92.667
0.933,92.667
0.933,92.667
0.931,92.667
0.929,92.500
0.933,93.167
0.931,92.833
0.930,92.667
0.930,92.833
0.929,92.667
0.930,92.833
0.918,92.500
0.929,92.500
0.921,92.333
0.930,92.667
0.931,92.833
0.930,92.667
0.926,92.833
0.931,92.833
