0.770,76.333
0.740,72.500
0.714,72.833
0.683,72.167
0.768,76.167
0.736,72.333
0.709,72.667
0.682,71.167
0.770,76.167
0.738,72.333
0.716,72.833
0.679,72.333
0.744,74.167
0.738,72.667
0.698,71.833
0.684,71.000
0.742,74.000
0.734,72.500
0.703,72.667
0.676,71.500
0.741,74.000
0.732,73.000
0.703,71.833
0.685,71.333
0.735,75.500
0.718,73.667
0.713,73.333
0.689,71.500
0.736,74.333
0.717,74.167
0.704,73.500
0.686,71.333
0.740,76.000
0.711,73.833
0.705,73.667
0.694,72.500
0.769,76.500
0.738,72.833
0.719,72.667
0.684,72.500
0.767,76.333
0.740,72.333
0.709,72.333
0.685,71.333
0.769,76.167
0.738,72.667
0.713,72.833
0.681,72.000
0.743,74.500
0.739,73.000
0.699,72.500
0.680,71.167
0.742,74.167
0.735,72.500
0.703,72.333
0.682,71.333
0.741,74.167
0.734,73.333
0.705,72.333
0.681,70.667
0.732,74.500
0.720,73.167
0.721,74.500
0.685,71.833
0.727,75.000
0.715,73.667
0.715,73.333
0.692,71.833
0.736,74.833
0.725,73.833
0.707,72.833
0.698,71.833
0.701,70.667
0.658,68.500
0.671,68.667
0.655,67.500
0.729,73.333
0.676,70.000
0.702,72.000
0.671,70.333
0.701,70.500
0.661,69.000
0.671,69.500
0.666,68.167
0.681,70.000
0.650,68.500
0.677,69.333
0.658,68.833
0.703,72.167
0.667,70.667
0.705,72.000
0.670,70.667
0.675,71.500
0.669,68.167
0.685,69.833
0.655,69.333
0.694,70.667
0.665,69.500
0.727,75.667
0.664,69.500
0.705,73.667
0.678,72.167
0.715,73.000
0.683,71.333
0.719,74.000
0.668,69.167
0.691,72.000
0.660,69.833
